mal_id,title,type,episodes,members,genres_clean,source,air_year,air_season,airing_start_clean
6654,Namakura Gatana,Movie,1.0,5505,"['Comedy', 'Samurai']",Original,1917,spring,1917-06-29
10742,Saru to Kani no Gassen,Movie,1.0,604,['Drama'],Other,1917,spring,1917-05-19
23187,Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,Movie,1.0,276,['Comedy'],Original,1917,spring,1917-04-27
18457,Hanasaka Jijii,Movie,1.0,760,"['Comedy', 'Drama']",Other,1917,summer,1917-08-25
23183,Itazura Post,Movie,1.0,282,['Comedy'],Original,1917,summer,1917-07-27
24573,Neko to Nezumi,Movie,1.0,277,['Comedy'],Original,1917,summer,1917-07-03
23185,Chamebou Kuukijuu no Maki,Movie,1.0,264,['Comedy'],Original,1917,summer,1917-08-10
10757,Kachikachi Yama,Movie,1.0,439,['Drama'],Other,1917,fall,1917-10-19
10756,Shita-kiri Suzume,Movie,1.0,307,['Drama'],Original,1917,fall,1917-10-17
23191,Chokin no Susume,Movie,1.0,283,['Comedy'],Original,1917,fall,1917-10-06
23181,Otogi Banashi: Bunbuku Chagama,Movie,1.0,231,['Kids'],Other,1917,fall,1917-10-09
7485,Urashima Tarou,Movie,1.0,1856,['Historical'],Other,1918,winter,1918-01-31
10758,Momotarou,Movie,1.0,440,['Drama'],Original,1918,winter,1918-02-28
22511,Kobutori,Movie,1.0,381,"['Comedy', 'Demons']",Other,1918,winter,1918-03-18
10760,Issunboushi,Movie,1.0,376,['Drama'],Original,1918,winter,1918-03-19
10759,Kintarou,Movie,1.0,285,['Drama'],Original,1918,winter,1918-03-15
30957,Yukidaruma,Movie,1.0,253,"['Fantasy', 'Historical']",Original,1918,winter,1918-02-14
21761,Ari to Hato,Movie,1.0,236,['Kids'],Other,1918,summer,1918-07-17
7497,Mikan-bune,Movie,1.0,769,['Historical'],Other,1927,winter,1927-02-10
39083,Chinsetsu Yoshida Goten,Movie,1.0,132,[],Novel,1928,spring,1928-04-26
7498,Doubutsu Olympic Taikai,Movie,1.0,705,"['Comedy', 'Sports']",Original,1928,summer,1928-09-03
28045,Kogane no Hana,Movie,1.0,630,"['Action', 'Adventure', 'Fantasy', 'Historical']",Original,1929,winter,1929-03-11
35491,Kaeru wa Kaeru,Movie,1.0,180,['Historical'],Original,1929,winter,1929-02-15
5873,Tarou-san no Kisha,Movie,1.0,1300,['Action'],Original,1929,spring,1929-06-17
5875,Kobutori (1929),Movie,1.0,2474,"['Comedy', 'Demons']",Other,1929,fall,1929-10-13
23759,Oira no Ski,Movie,1.0,666,"['Comedy', 'Sports']",Original,1930,winter,1930-03-06
15137,Entotsuya Peroo,Movie,1.0,371,['Kids'],Original,1930,spring,1930-04-12
35390,Osekisho,Movie,1.0,293,['Kids'],Original,1930,spring,1930-05-19
28695,Nonsense Monogatari Dai Ippen: Sarugashima,Movie,1.0,687,['Adventure'],Original,1931,winter,1931-02-09
4393,Kokka Kimigayo,Movie,1.0,1457,"['Music', 'Historical']",Original,1931,spring,1931-04-30
35490,Tanukichi no Ohanashi,Movie,1.0,181,"['Historical', 'Fantasy']",Original,1931,spring,1931-05-27
5661,Umi no Momotarou,Movie,1.0,1065,['Samurai'],Original,1932,winter,1932-01-25
5870,Hibari no Yadogae,Movie,1.0,953,['Action'],Original,1933,winter,1933-01-30
28051,Kaeru San Yuushi,Movie,1.0,548,"['Adventure', 'Comedy']",Original,1933,winter,1933-02-27
5871,Norakuro Nitouhei: Kyouren no Maki,Movie,1.0,758,"['Action', 'Adventure']",Manga,1933,spring,1933-06-13
4395,Norakuro Nitouhei: Enshuu no Maki,Movie,1.0,705,['Adventure'],Manga,1933,spring,1933-06-13
7354,Chikara to Onna no Yo no Naka,Movie,1.0,409,['Historical'],Original,1933,spring,1933-04-12
4397,Osaru no Sankichi: Totsugeki-tai,Movie,1.0,947,['Military'],Original,1934,winter,1934-03-23
4394,Norakuro Gochou,Movie,1.0,858,['Adventure'],Manga,1934,winter,1934-03-08
35212,Adauchi Karasu,Movie,1.0,227,[],-,1934,winter,1934-03-19
6837,Tengu Taiji,Movie,1.0,958,['Comedy'],Original,1934,spring,1934-06-25
6823,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,Movie,1.0,896,['Fantasy'],Other,1934,spring,1934-04-12
23265,Genroku Koi Moyou: Sankichi to Osayo,Movie,1.0,508,"['Adventure', 'Romance']",Original,1934,spring,1934-06-22
23089,Ponsuke no Haru,Movie,1.0,428,"['Comedy', 'Kids']",Original,1934,summer,1934-07-31
33133,Kachikachi Yama: Umi Yama-hen,Movie,1.0,213,['Fantasy'],Other,1934,summer,1934-08-07
6834,Taa-chan no Kaitei Ryokou,Movie,1.0,902,['Adventure'],Original,1935,winter,1935-03-25
17076,Chagama Ondo,Movie,1.0,828,"['Comedy', 'Supernatural']",Original,1935,winter,1935-03-18
6836,Issunboushi: Chibisuke Monogatari,Movie,1.0,860,"['Action', 'Samurai']",Original,1935,spring,1935-05-07
6835,Umi no Mizu wa Naze Karai,Movie,1.0,999,['Historical'],Original,1935,summer,1935-09-11
36701,Ari to Kaeru,Movie,1.0,164,[],Original,1935,summer,1935-09-15
6829,Izakaya no Ichiya,Movie,1.0,796,['Action'],Original,1936,spring,1936-06-05
31948,Sora no Arawashi,Movie,1.0,217,"['Action', 'Drama']",Original,1938,spring,1938-04-19
6841,Maabou no Kinoshita Toukichirou,Movie,1.0,915,['Samurai'],Original,1938,fall,1938-12-04
33135,Kachikachi Yama (1940),Movie,1.0,211,['Fantasy'],Other,1940,winter,1940-01-04
28143,Ochou Fujin no Gensou,Movie,1.0,595,"['Historical', 'Drama']",Other,1940,spring,1940-05-15
7501,Kintarou Taiiku Nikki,Movie,1.0,412,['Comedy'],Original,1940,summer,1940-09-18
9521,Tie Shan Gongzhu,Movie,1.0,773,"['Action', 'Adventure', 'Fantasy']",Other,1941,winter,1940-12-31
23969,Fuku-chan no Kishuu,Movie,1.0,284,"['Comedy', 'Historical']",Other,1942,winter,1942-03-14
27575,Spy Gekimetsu,Movie,1.0,314,"['Military', 'Historical']",Original,1942,summer,1942-07-15
6857,Momotarou no Umiwashi,Movie,1.0,1272,"['Military', 'Historical', 'Kids']",Original,1943,winter,1943-03-24
3990,Kumo to Tulip,Movie,1.0,1700,['Adventure'],Picture book,1943,spring,1943-04-14
23971,Fuku-chan no Zousan Butai,Movie,1.0,243,"['Comedy', 'Historical']",Other,1943,summer,1943-06-30
2765,Momotarou: Umi no Shinpei,Movie,1.0,1717,"['Action', 'Military']",Original,1945,spring,1945-04-11
5662,Suteneko Tora-chan,Movie,1.0,1158,['Music'],Original,1947,summer,1947-09-24
29895,Muku no Ki no Hanashi,Movie,1.0,262,['Kids'],Original,1947,summer,1947-09-24
30457,Kachikachi Yama no Shouboutai,Movie,1.0,295,['Comedy'],Music,1948,winter,1948-01-31
7531,Onbu Obake,Movie,1.0,282,['Supernatural'],Original,1955,fall,1955-12-25
7532,Kuroi Kikori to Shiroi Kikori,Movie,1.0,569,['Fantasy'],Original,1956,summer,1956-06-30
6993,Koneko no Rakugaki,Movie,1.0,1325,['Comedy'],Original,1957,spring,1957-05-12
29919,Fushigi na Taiko,Movie,1.0,294,['Kids'],Other,1957,summer,1957-08-19
29812,Yumemi Douji,Movie,1.0,279,['Drama'],Original,1958,spring,1958-04-04
16007,Hyoutan Suzume,Movie,1.0,402,['Fantasy'],Original,1959,winter,1959-02-09
6994,Koneko no Studio,Movie,1.0,1023,['Comedy'],Original,1959,spring,1959-04-08
21765,Ari to Hato (1959),Movie,1.0,275,['Kids'],Other,1959,summer,1959-09-04
4948,Shounen Sarutobi Sasuke,Movie,1.0,1266,"['Adventure', 'Fantasy']",Original,1959,fall,1959-12-24
8774,3-tsu no Hanashi,Special,1.0,639,"['Kids', 'Fantasy']",Other,1960,winter,1960-01-14
4481,Saiyuuki,Movie,1.0,2208,['Adventure'],Novel,1960,summer,1960-08-13
14211,Instant History,TV,312.0,471,['Historical'],Original,1961,spring,1961-04-30
7610,Anju to Zushioumaru,Movie,1.0,1428,"['Historical', 'Fantasy']",Other,1961,summer,1961-07-18
22419,Acchi Kocchi,Movie,1.0,6829,['Dementia'],Original,1962,winter,1961-12-31
7786,Arabian Nights: Sindbad no Bouken,Movie,1.0,1174,"['Action', 'Adventure', 'Fantasy']",Book,1962,spring,1962-06-15
23003,Tanoshii Bunmeishi: Tetsu Monogatari,Movie,1.0,232,"['Historical', 'Slice of Life']",Original,1962,spring,1962-04-21
14213,Otogi Manga Calendar,TV,312.0,401,['Historical'],Original,1962,summer,1962-06-25
23005,Mogura no Motoro,Movie,1.0,228,['Slice of Life'],-,1962,summer,1962-07-18
17675,Otogi no Sekai Ryokou,Movie,1.0,212,['Adventure'],-,1962,summer,1962-08-24
2747,Tetsuwan Atom,TV,193.0,8947,"['Action', 'Sci-Fi', 'Adventure', 'Drama', 'Mecha', 'Shounen']",Manga,1963,winter,1963-01-01
3905,Wanpaku Ouji no Orochi Taiji,Movie,1.0,1704,['Adventure'],-,1963,winter,1963-03-23
12763,0-sen Hayato,TV,38.0,564,"['Historical', 'Military']",Manga,1964,winter,1964-01-20
19981,Shisukon Ouji,TV,14.0,240,['Adventure'],Manga,1964,winter,1963-12-19
2686,Tetsujin 28-gou,TV,96.0,2306,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",Manga,1964,winter,1963-10-19
5052,Eightman,TV,56.0,1243,"['Action', 'Mecha', 'Drama', 'Sci-Fi']",Manga,1964,winter,1963-11-06
8041,Sennin Buraku,TV,23.0,623,"['Comedy', 'Ecchi']",4-koma manga,1964,winter,1963-09-03
17521,Ookami Shounen Ken,TV,86.0,407,"['Adventure', 'Kids']",-,1964,winter,1963-11-24
23009,Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,Movie,1.0,246,"['Adventure', 'Kids']",-,1964,winter,1964-03-21
27993,Tetsujin 28-gou: Tanjou-hen,Special,1.0,304,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",-,1964,winter,1963-12-31
9613,Big X,TV,59.0,697,"['Action', 'Historical', 'Sci-Fi', 'Shounen']",Manga,1964,spring,1964-03-07
30079,Kirin no Otenki Mama-san,Special,12.0,322,['Fantasy'],Other,1964,spring,1964-06-25
13307,Shounen Ninja Kaze no Fujimaru,TV,65.0,615,"['Action', 'Adventure', 'Samurai', 'Shounen']",-,1964,summer,1964-06-06
2047,Ningyo,Movie,1.0,3393,['Fantasy'],-,1964,summer,1964-09-20
1984,Memory,Movie,1.0,2461,['Mystery'],Original,1964,summer,1964-09-20
10342,Tetsuwan Atom: Uchuu no Yuusha,Movie,1.0,1258,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",Original,1964,summer,1964-07-25
19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,Movie,1.0,285,"['Action', 'Adventure', 'Samurai', 'Shounen']",-,1964,summer,1964-07-20
12897,Uchuu Patrol Hopper,TV,44.0,398,"['Sci-Fi', 'Space']",-,1965,winter,1965-01-31
16159,Mirai Kara Kita Shounen Super Jetter,TV,52.0,338,"['Action', 'Comedy', 'Super Power', 'Sci-Fi']",Original,1965,winter,1965-01-07
2833,Gulliver no Uchuu Ryokou,Movie,1.0,1093,"['Adventure', 'Sci-Fi']",-,1965,winter,1965-03-19
15823,Shin Takarajima,Special,1.0,296,"['Adventure', 'Kids']",Novel,1965,winter,1965-01-02
6989,Uchuu Ace,TV,52.0,472,"['Action', 'Adventure', 'Sci-Fi']",-,1965,spring,1965-05-07
12887,Uchuu Shounen Soran,TV,96.0,373,"['Action', 'Adventure', 'Sci-Fi']",-,1965,spring,1965-05-04
8879,Dolphin Ouji,TV,3.0,297,"['Action', 'Adventure', 'Kids', 'Sci-Fi']",-,1965,spring,1965-04-03
19987,Kaitou Pride,TV,105.0,217,"['Kids', 'Adventure', 'Comedy']",-,1965,spring,1965-05-30
19985,Uchuujin Pipi,TV,52.0,201,['Kids'],-,1965,spring,1965-04-07
4088,Wonder 3,TV,52.0,641,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",-,1965,summer,1965-06-05
6448,Yuusei Shounen Papii,TV,52.0,558,"['Action', 'Sci-Fi', 'Space', 'Super Power']",-,1965,summer,1965-06-02
1547,Obake no Q-tarou,TV,96.0,528,"['Comedy', 'School', 'Slice of Life', 'Supernatural']",Manga,1965,summer,1965-08-28
9884,Osomatsu-kun,TV,56.0,2733,['Comedy'],Manga,1966,winter,1966-02-05
19989,Tatakae! Osper,TV,52.0,277,"['Action', 'Sci-Fi', 'Shounen']",-,1966,winter,1965-12-13
1572,Jungle Taitei,TV,52.0,5788,"['Adventure', 'Kids', 'Shounen']",Manga,1966,winter,1965-10-05
19681,Hustle Punch,TV,26.0,415,"['Comedy', 'Kids', 'Fantasy']",Original,1966,winter,1965-10-31
9438,Rainbow Sentai Robin,TV,48.0,556,"['Action', 'Adventure', 'Sci-Fi']",-,1966,spring,1966-04-22
17667,Harisu no Kaze,TV,70.0,351,"['Comedy', 'School']",-,1966,spring,1966-05-04
19505,Kaizoku Ouji,TV,31.0,346,"['Adventure', 'Shounen']",-,1966,spring,1966-05-01
23815,Gokuu no Daibouken Pilot,Special,1.0,288,"['Comedy', 'Fantasy']",-,1966,spring,1966-06-11
22221,Monoshiri Daigaku: Ashita no Calendar,TV,1274.0,421,['Historical'],Original,1966,summer,1966-07-01
12767,Yuusei Kamen,TV,39.0,352,['Sci-Fi'],-,1966,summer,1966-06-02
6872,Cyborg 009,Movie,1.0,2494,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Shounen']",Manga,1966,summer,1966-07-20
20381,Jungle Taitei Movie,Movie,1.0,796,"['Adventure', 'Shounen']",-,1966,summer,1966-07-30
2565,Jungle Taitei: Susume Leo!,TV,26.0,1925,"['Adventure', 'Shounen']",Manga,1966,fall,1966-10-05
8897,Ganbare! Marine Kid,TV,13.0,345,"['Action', 'Adventure', 'Sci-Fi', 'Kids']",-,1966,fall,1966-10-05
19875,Robotan,TV,104.0,328,"['Comedy', 'Kids']",-,1966,fall,1966-10-03
19991,Tobidase! Bacchiri,TV,132.0,222,"['Comedy', 'Kids', 'Mystery']",-,1966,fall,1966-11-13
3472,Tenrankai no E,Movie,1.0,1731,['Comedy'],Original,1966,fall,1966-11-10
22241,Ribbon no Kishi Pilot,Special,1.0,388,['Adventure'],-,1966,fall,1966-11-27
27379,Sekai no Ouja: King Kong Taikai,Special,1.0,204,"['Adventure', 'Sci-Fi']",-,1966,fall,1966-12-30
3356,Mahoutsukai Sally,TV,109.0,2812,"['Magic', 'Fantasy', 'School', 'Shoujo']",Manga,1967,winter,1966-12-05
2687,Gokuu no Daibouken,TV,39.0,635,"['Comedy', 'Fantasy']",-,1967,winter,1967-01-06
7290,Cyborg 009: Kaijuu Sensou,Movie,1.0,1537,"['Action', 'Adventure', 'Sci-Fi']",-,1967,winter,1967-03-18
5232,Ninja Bugei-chou,Movie,1.0,1200,['Action'],-,1967,winter,1967-02-14
9392,Shounen Jack to Mahoutsukai,Movie,1.0,513,"['Adventure', 'Fantasy']",-,1967,winter,1967-03-18
16556,Hong Kil-dong,Movie,1.0,273,"['Adventure', 'Fantasy', 'Historical']",-,1967,winter,1967-01-20
27377,Tanuki-san Ooatari,Movie,1.0,166,['Kids'],-,1967,winter,1967-03-18
23911,"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",Special,2.0,197,"['Adventure', 'Sci-Fi']",-,1967,winter,1967-01-28
1445,Mach GoGoGo,TV,52.0,10961,"['Adventure', 'Cars', 'Sports', 'Shounen']",Manga,1967,spring,1967-04-01
3024,Ribbon no Kishi,TV,52.0,3351,"['Action', 'Mystery', 'Romance', 'Fantasy', 'Shoujo']",Manga,1967,spring,1967-04-01
6303,Perman,TV,54.0,1996,"['Adventure', 'Comedy']",-,1967,spring,1967-04-01
3900,Ougon Bat,TV,52.0,1339,"['Action', 'Sci-Fi', 'Super Power']",Novel,1967,spring,1967-03-31
8184,Bouken Gabotenjima,TV,39.0,354,['Adventure'],-,1967,spring,1967-04-03
19995,King Kong: 001/7 Tom Thumb,TV,26.0,282,"['Adventure', 'Sci-Fi']",-,1967,spring,1967-04-04
19993,Kaminari Boy Pikkari★bee,TV,54.0,198,"['Adventure', 'Comedy', 'Kids']",-,1967,spring,1967-03-31
15873,Pyun Pyun Maru,TV,26.0,281,"['Comedy', 'Martial Arts']",-,1967,summer,1967-07-02
18309,Hopiwa Chadolbawi,Movie,1.0,222,"['Action', 'Adventure', 'Historical', 'Shounen']",-,1967,summer,1967-08-14
22887,Hyokkori Hyoutan Shima,Movie,1.0,178,"['Adventure', 'Kids']",-,1967,summer,1967-07-20
8182,Bouken Shounen Shadar,TV,156.0,451,"['Adventure', 'Horror']",-,1967,fall,1967-09-17
11405,Skyers 5,TV,12.0,354,"['Action', 'Sci-Fi']",-,1967,fall,1967-10-03
8501,Chibikko Kaijuu Yadamon,TV,26.0,299,"['Comedy', 'Kids', 'Supernatural']",-,1967,fall,1967-10-01
21539,Oraa Guzura Dado,TV,52.0,262,"['Comedy', 'Kids']",-,1967,fall,1967-10-07
19901,Donkikko,TV,21.0,238,"['Comedy', 'Shounen']",-,1967,fall,1967-09-06
5688,Gegege no Kitarou (1968),TV,65.0,3139,"['Adventure', 'Comedy', 'Horror', 'Supernatural', 'Fantasy']",Manga,1968,winter,1968-01-02
12139,Wanpaku Tanteidan,TV,35.0,506,"['Action', 'Mystery']",-,1968,winter,1968-01-31
5098,Andersen Monogatari,Movie,1.0,733,"['Kids', 'Fantasy', 'Drama']",-,1968,winter,1968-03-18
32629,"Subarashii Sekai Ryokou: New York Tabi ""Computopia Seireki Nisennen no Monogatari""",Special,2.0,168,['Sci-Fi'],Original,1968,winter,1968-01-06
8394,Cyborg 009 (TV),TV,26.0,5126,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",Manga,1968,spring,1968-04-04
5834,Kyojin no Hoshi,TV,182.0,1770,"['Drama', 'Sports']",Manga,1968,spring,1968-03-29
3129,Kaibutsu-kun,TV,49.0,904,"['Comedy', 'Horror']",Manga,1968,spring,1968-04-20
18635,Akane-chan,TV,26.0,506,"['Slice of Life', 'Comedy', 'School', 'Shoujo']",-,1968,spring,1968-04-05
17671,Animal 1,TV,27.0,407,['Sports'],-,1968,spring,1968-03-31
19997,Fight Da!! Pyuta,TV,26.0,312,"['Action', 'Comedy', 'Sci-Fi', 'Shounen']",-,1968,spring,1968-04-05
1044,Taiyou no Ouji: Horus no Daibouken,Movie,1.0,6446,"['Adventure', 'Drama', 'Magic']",Other,1968,summer,1968-07-20
8149,Gegege no Kitarou (1968 Movie),Movie,1.0,959,"['Adventure', 'Comedy', 'Horror', 'Supernatural', 'Fantasy']",-,1968,summer,1968-07-20
16808,Hwanggeum Cheolin,Movie,1.0,248,"['Action', 'Kids', 'Adventure', 'Super Power', 'Demons']",-,1968,summer,1968-07-24
34038,Umihiko Yamahiko,Movie,1.0,226,"['Fantasy', 'Historical']",Other,1968,summer,1968-07-31
3285,Himitsu no Akko-chan,TV,94.0,2101,"['Magic', 'School', 'Shoujo']",-,1969,winter,1969-01-05
8899,Kaitei Shounen Marine,TV,65.0,502,"['Action', 'Adventure', 'Kids', 'Sci-Fi']",-,1969,winter,1969-01-12
5997,Sabu to Ichi Torimono Hikae,TV,52.0,1504,"['Action', 'Slice of Life', 'Adventure', 'Police', 'Martial Arts', 'Samurai', 'Historical', 'Drama', 'Shounen']",Manga,1969,winter,1968-10-02
4044,Youkai Ningen Bem,TV,26.0,1293,"['Horror', 'Demons']",Original,1969,winter,1968-10-06
6056,Sasuke,TV,29.0,959,"['Action', 'Martial Arts', 'Historical', 'Shounen']",Manga,1969,winter,1968-09-02
12765,Yuuyake Banchou,TV,26.0,317,['Action'],-,1969,winter,1968-09-29
28145,Johnny Cypher,TV,130.0,272,"['Action', 'Adventure', 'Sci-Fi']",-,1969,winter,1968-10-20
15957,Dokachin,TV,26.0,224,"['Comedy', 'Kids']",Original,1969,winter,1968-10-02
2279,Nagagutsu wo Haita Neko,Movie,1.0,3055,"['Adventure', 'Fantasy', 'Kids']",-,1969,winter,1969-03-17
27375,Hitoribotchi,Movie,1.0,266,['Drama'],-,1969,winter,1969-03-17
21551,Kaitei Toshi no Dekiru made,Movie,1.0,207,['Sci-Fi'],-,1969,winter,1969-02-01
33234,Kaibutsu-kun: Suna Majin wo Yattsukero no Maki / Kaibutsu-kun to Haniwa Kaishin no Maki,Movie,1.0,150,"['Comedy', 'Horror']",Manga,1969,winter,1969-03-17
12807,Wonder-kun no Hatsu Yume Uchuu Ryokou,Special,1.0,252,['Adventure'],Original,1969,winter,1969-01-01
5760,Dororo to Hyakkimaru,TV,26.0,10580,"['Action', 'Adventure', 'Supernatural']",Manga,1969,spring,1969-04-06
5023,Ninpuu Kamui Gaiden,TV,26.0,1378,"['Action', 'Adventure', 'Historical', 'Martial Arts', 'Samurai']",Manga,1969,spring,1969-04-06
4439,Kurenai Sanshirou,TV,26.0,1313,"['Action', 'Martial Arts', 'Sports']",Manga,1969,spring,1969-04-02
12835,Umeboshi Denka,TV,26.0,294,"['Comedy', 'Slice of Life']",Original,1969,spring,1969-03-31
20001,Mouretsu Atarou,TV,90.0,261,"['Comedy', 'Kids', 'Slice of Life']",Manga,1969,spring,1969-04-04
20003,Roppou Yabure-kun,TV,110.0,253,['Slice of Life'],-,1969,spring,1969-04-27
19999,Sobakasu Pucchi,TV,162.0,219,"['Adventure', 'Comedy', 'Kids']",-,1969,spring,1969-03-30
3038,Senya Ichiya Monogatari,Movie,1.0,3463,"['Hentai', 'Fantasy']",Original,1969,spring,1969-06-13
2811,Soratobu Yuureisen,Movie,1.0,4139,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",Manga,1969,summer,1969-07-19
17441,Kyojin no Hoshi: Chizome no Kesshousen,Movie,1.0,291,"['Drama', 'Sports']",-,1969,summer,1969-07-25
43703,Hong Gildong Janggun,Movie,1.0,0,"['Action', 'Adventure', 'Historical']",-,1969,summer,1969-07-21
3009,Tiger Mask,TV,105.0,7566,"['Action', 'Drama', 'Shounen', 'Sports']",Manga,1969,fall,1969-10-01
2406,Sazae-san,TV,,5020,"['Slice of Life', 'Comedy']",4-koma manga,1969,fall,1969-10-05
8234,Muumin,TV,65.0,4400,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",Book,1969,fall,1969-10-05
2892,Hakushon Daimaou,TV,52.0,1428,"['Comedy', 'Fantasy']",Original,1969,fall,1969-10-04
17467,Otoko Ippiki Gaki Daishou,TV,156.0,644,"['Action', 'Drama', 'Shounen']",-,1969,fall,1969-09-28
20005,Pinch to Punch,TV,156.0,245,['Comedy'],-,1969,fall,1969-09-28
39450,Zen-chan Two-chan,TV,78.0,90,['Kids'],Original,1969,fall,1969-10-19
20007,Hi Gekiga Ukiyoe Senya Ichiya,Movie,1.0,468,"['Action', 'Hentai']",-,1969,fall,1969-10-28
17443,Kyojin no Hoshi: Ike Ike Hyuuma,Movie,1.0,287,"['Drama', 'Sports']",-,1969,fall,1969-12-19
19973,Ashita no Joe Pilots,Special,2.0,3059,"['Drama', 'Shounen', 'Sports']",-,1969,fall,1969-11-05
1550,Attack No.1,TV,104.0,6630,"['Drama', 'Shoujo', 'Sports']",Manga,1970,winter,1969-12-07
30305,Norakuro Compilation OVA,OVA,1.0,202,['Comedy'],Manga,1970,winter,1969-12-31
9163,Attack No.1 (1970),Movie,1.0,797,"['Sports', 'Drama', 'Shoujo']",-,1970,winter,1970-03-20
2830,Chibikko Remi to Meiken Kapi,Movie,1.0,703,"['Slice of Life', 'Adventure', 'Drama']",-,1970,winter,1970-03-16
18061,Tiger Mask (Movie),Movie,1.0,677,"['Sports', 'Shounen']",Manga,1970,winter,1970-03-16
12789,Yasashii Lion,Movie,1.0,521,"['Fantasy', 'Kids', 'Music']",Picture book,1970,winter,1970-03-20
25627,"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Movie,1.0,331,['Kids'],-,1970,winter,1970-03-20
17445,Kyojin no Hoshi: Dai League Ball,Movie,1.0,294,"['Drama', 'Sports']",-,1970,winter,1970-03-20
24927,Chuuchuu Banban,Movie,1.0,185,"['Adventure', 'Kids']",-,1970,winter,1970-03-16
2402,Ashita no Joe,TV,79.0,53820,"['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports']",Manga,1970,spring,1970-04-01
3858,Konchuu Monogatari Minashigo Hutch,TV,91.0,2186,"['Adventure', 'Comedy', 'Drama']",Original,1970,spring,1970-04-06
2316,Akakichi no Eleven,TV,52.0,1588,['Sports'],-,1970,spring,1970-04-12
9284,Bakuhatsu Gorou,TV,26.0,491,"['Comedy', 'Sports']",-,1970,spring,1970-04-02
20009,Doubutsu Mura Monogatari,TV,100.0,256,['Kids'],-,1970,spring,1970-03-29
20025,Itazura Tenshi Chippo-chan,TV,240.0,230,"['Comedy', 'Kids']",-,1970,spring,1970-03-29
20023,Otanoshimi Anime Gekijou,TV,26.0,213,['Comedy'],-,1970,spring,1970-04-04
23001,Manga Jinbutsushi,TV,365.0,249,['Historical'],-,1970,summer,1970-07-31
22999,Nippon Tanjou,TV,5.0,232,['Historical'],-,1970,summer,1970-06-09
2755,Cleopatra,Movie,1.0,3852,"['Sci-Fi', 'Hentai', 'Historical']",Original,1970,summer,1970-09-14
18063,Tiger Mask Fuku Men League Sen,Movie,1.0,676,"['Sports', 'Shounen']",Manga,1970,summer,1970-07-18
9165,Attack No.1: Namida no Kaiten Receive,Movie,1.0,601,"['Sports', 'Drama', 'Shoujo']",-,1970,summer,1970-07-31
9172,Kaitei Sanman Mile,Movie,1.0,474,"['Adventure', 'Fantasy']",-,1970,summer,1970-07-18
17447,Kyojin no Hoshi: Shukumei no Taiketsu,Movie,1.0,249,"['Drama', 'Sports']",-,1970,summer,1970-07-31
7779,Andersen Monogatari (TV),TV,52.0,737,"['Kids', 'Fantasy', 'Drama']",-,1971,winter,1971-01-03
3683,Kabatotto,TV,300.0,497,['Comedy'],-,1971,winter,1970-12-31
17457,Chingou Muchabee,TV,26.0,244,"['Adventure', 'Comedy']",-,1971,winter,1971-02-14
4113,Mahou no Mako-chan,TV,48.0,1325,"['Fantasy', 'Magic', 'Romance', 'Shoujo']",-,1971,winter,1970-11-01
3870,Kick no Oni,TV,26.0,643,"['Shounen', 'Sports']",-,1971,winter,1970-10-01
8786,Inakappe Taishou,TV,104.0,459,"['Comedy', 'Sports']",-,1971,winter,1970-10-03
23013,Norakuro,TV,26.0,311,['Comedy'],Manga,1971,winter,1970-10-04
23011,Otoko Doahou! Koushien,TV,156.0,303,"['Action', 'Sports']",-,1971,winter,1970-09-27
20079,Ijiwaru Baasan,TV,39.0,279,"['Comedy', 'Slice of Life']",-,1971,winter,1970-09-02
22219,Warera Salaryman Tou,TV,26.0,197,"['Comedy', 'Slice of Life']",-,1971,winter,1970-10-06
3842,Doubutsu Takarajima,Movie,1.0,1705,['Adventure'],Novel,1971,winter,1971-03-19
9164,Attack No.1: Namida no Fushichou,Movie,1.0,578,"['Sports', 'Drama', 'Shoujo']",-,1971,winter,1971-03-16
30965,Ninpuu Kamui Gaiden: Tsukihigai no Maki,Movie,1.0,291,"['Action', 'Adventure', 'Historical', 'Martial Arts', 'Samurai']",-,1971,winter,1971-03-19
19683,Kick no Oni (1971),Movie,1.0,248,"['Shounen', 'Sports']",-,1971,winter,1971-03-19
3819,Sasurai no Taiyou,TV,26.0,1091,"['Music', 'Drama']",Manga,1971,spring,1971-04-07
8436,Animentary: Ketsudan,TV,25.0,834,"['Military', 'Historical']",-,1971,spring,1971-04-02
